house..sa_id,house..total_households,house..one_person_household_65,house..one_person_household_64,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
S00094322,41,8,9,11,5,6,0,2
S00094325,46,7,8,12,9,5,1,4
S00094012,38,3,3,17,7,2,3,3
S00094285,69,18,19,14,7,7,1,3
S00094300,46,8,8,22,6,2,0,0
S00094319,27,5,1,12,5,3,0,1
S00094630,35,1,9,9,6,8,0,2
S00094305,41,12,13,3,3,5,0,5
S00094306,41,7,20,5,1,4,0,4
S00094307,46,12,11,12,4,5,1,1
S00094311,47,10,9,12,10,6,0,0
S00094312,58,39,5,8,1,4,0,1
S00094313,43,9,19,6,7,0,1,1
S00094284,64,11,20,15,11,4,0,3
S00094302,56,14,19,7,1,6,0,9
S00094303,57,11,15,15,9,2,1,4
S00094304,46,16,5,14,2,4,0,5
S00094310,38,8,2,16,6,2,2,2
S00094628,34,7,7,13,4,0,0,3
S00094287,48,11,5,18,10,3,0,1
S00094288,46,3,7,4,13,9,3,7
S00094289,37,7,5,8,4,8,2,3
S00094292,50,1,20,5,9,8,1,6
S00094629,52,7,25,9,2,6,1,2
S00094280,60,8,11,22,14,2,0,3
S00094281,68,9,22,16,10,6,0,5
S00094282,58,9,21,8,10,4,1,5
S00094283,50,4,23,11,7,2,1,2
S00094286,62,7,11,20,11,8,1,4
S00094290,49,4,14,18,6,4,3,0
S00094291,31,5,10,9,3,4,0,0
S00094270,47,9,6,12,7,7,0,6
S00094271,48,9,16,3,6,9,0,5
S00094273,45,6,26,6,2,2,0,3
S00094274,34,6,14,5,4,0,1,4
S00094275,47,3,23,7,2,5,2,5
S00094276,31,2,7,13,3,3,0,3
S00094277,35,4,12,6,8,1,0,4
S00094278,62,10,20,19,5,3,0,5
S00094627,40,6,6,19,7,0,1,1
S00094265,50,4,9,18,8,7,2,2
S00094267,51,7,9,16,8,8,0,3
S00094268,48,8,12,8,10,5,0,5
S00094269,47,3,12,12,12,4,2,2
S00094279,66,7,13,24,11,4,3,4
S00094626,58,6,26,10,11,3,0,2
S00094011,74,17,14,26,11,4,0,2
S00094262,74,10,7,29,15,6,1,6
S00094263,49,8,7,19,9,6,0,0
S00094264,38,5,9,14,6,1,1,2
S00094266,67,8,8,30,13,3,0,5
S00094272,35,8,8,8,7,2,0,2
S00094625,37,5,7,19,4,0,1,1
S00135056,48,4,11,9,15,6,1,2
S00135057,50,12,14,13,6,1,0,4
S00135062,73,14,19,20,13,1,2,4
S00135257,38,6,9,6,9,2,0,6
S00135263,75,12,26,13,9,9,2,4
S00135054,49,8,6,15,9,3,3,5
S00135055,46,8,7,18,5,4,0,4
S00135058,72,16,22,13,9,6,1,5
S00135059,52,8,9,14,12,6,0,3
S00135060,52,15,9,10,10,4,0,4
S00135061,32,6,6,15,3,1,0,1
S00135063,73,15,18,21,11,3,0,5
S00135064,47,10,12,16,5,1,0,3
S00135065,47,7,6,18,9,3,0,4
S00135066,45,6,8,12,11,0,1,7
S00135067,38,11,4,10,9,1,0,3
S00135068,35,6,16,7,2,1,0,3
S00135070,54,3,9,17,17,3,0,5
S00135255,53,9,12,19,8,0,0,5
S00135266,78,6,26,16,8,13,1,8
S00135267,27,1,5,8,8,2,0,3
S00135268,31,2,3,17,5,1,0,3
S00135069,49,8,7,22,5,3,0,4
S00135071,35,3,6,7,10,4,0,5
S00135072,42,4,10,12,7,8,0,1
S00135073,33,3,12,8,3,4,1,2
S00135074,24,1,4,6,5,1,1,6
S00135075,42,5,12,13,6,0,1,5
S00135076,61,5,18,18,8,8,0,4
S00135077,40,6,5,13,12,1,1,2
S00135153,28,3,5,13,6,1,0,0
S00135154,56,7,5,13,16,5,2,8
S00135155,37,5,7,11,7,2,0,5
S00135156,37,3,6,14,5,3,1,5
S00135157,63,7,18,25,5,3,1,4
S00135158,56,10,10,23,10,0,1,2
S00135159,26,6,4,6,3,2,0,5
S00135160,65,4,26,10,8,15,0,2
S00135161,59,8,11,19,13,2,0,6
S00135248,65,10,11,23,18,1,1,1
S00135287,26,4,6,6,5,2,2,1
S00135288,69,7,13,19,22,2,1,5
S00135082,69,15,10,28,10,0,0,6
S00135083,56,13,10,13,7,2,3,8
S00135084,35,3,10,9,6,4,0,3
S00135085,51,13,9,18,9,0,0,2
S00135260,38,7,13,5,4,5,0,4
S00135302,54,6,7,28,7,0,1,5
S00135303,41,8,9,13,6,0,1,4
S00135078,38,8,7,13,5,0,0,5
S00135079,42,7,10,13,6,0,3,3
S00135080,55,17,13,13,6,1,0,5
S00135081,27,4,4,9,5,1,1,3
S00135086,46,10,13,15,4,2,0,2
S00135087,54,11,8,23,4,4,0,4
S00135088,22,1,2,8,7,3,0,1
S00135089,42,8,15,6,5,2,0,6
S00135090,43,6,9,18,7,2,0,1
S00135261,36,16,6,7,5,0,0,2
S00135304,42,13,2,18,3,0,0,6
S00135094,34,8,6,12,6,0,0,2
S00135095,34,11,6,10,1,0,0,6
S00135096,42,11,10,12,6,0,0,3
S00135097,29,6,4,15,3,0,0,1
S00135098,37,8,3,17,7,0,0,2
S00135099,44,10,7,12,11,1,1,2
S00135100,77,11,18,24,16,2,1,5
S00135262,53,7,14,14,10,1,1,6
S00135305,43,13,7,14,6,0,0,3
S00135306,42,7,9,15,6,0,1,4
S00135091,57,18,8,15,6,0,2,8
S00135092,57,8,17,18,2,7,0,5
S00135093,44,10,8,15,7,0,1,3
S00135101,56,19,9,18,6,0,0,4
S00135102,51,15,7,16,7,0,0,6
S00135264,36,5,8,17,2,1,0,3
S00135269,48,14,4,23,6,0,0,1
S00135270,33,8,4,9,7,0,0,5
S00135271,56,13,15,11,9,3,0,5
S00135272,38,2,6,12,9,1,1,7
S00135105,25,7,6,7,4,0,0,1
S00135106,39,9,10,8,5,1,0,6
S00135107,46,8,16,9,7,2,0,4
S00135108,53,11,13,14,8,2,0,5
S00135109,58,7,10,22,12,1,3,3
S00135110,63,7,18,15,12,7,1,3
S00135111,51,8,10,16,11,0,1,5
S00135112,50,7,7,24,7,0,0,5
S00135113,48,8,10,13,9,1,0,7
S00135103,60,10,8,24,10,0,1,7
S00135104,42,5,7,15,8,1,1,5
S00135114,71,10,12,30,9,0,2,8
S00135115,41,6,7,12,9,4,1,2
S00135116,41,8,8,15,3,0,1,6
S00135265,61,5,9,25,6,1,2,13
S00135273,69,14,12,21,9,3,0,10
S00135274,26,1,10,4,5,4,0,2
S00135118,57,8,10,22,10,1,0,6
S00135119,38,10,8,13,1,0,1,5
S00135120,60,6,10,30,7,2,1,4
S00135121,54,12,9,16,6,6,1,4
S00135122,48,8,17,9,8,3,0,3
S00135123,70,12,12,25,11,3,2,5
S00135124,46,7,10,14,6,0,2,7
S00135117,59,14,16,18,9,0,0,2
S00135125,49,7,16,10,10,0,2,4
S00135126,53,11,9,18,9,0,0,6
S00135133,35,4,6,13,7,1,0,4
S00135134,36,8,6,12,5,0,1,4
S00135127,56,8,12,14,10,4,0,8
S00135132,71,14,12,20,11,2,1,11
S00135135,47,6,10,20,6,1,0,4
S00135136,46,3,17,15,6,3,1,1
S00135245,35,8,7,12,4,0,0,4
S00135275,31,8,1,11,5,1,1,4
S00135128,54,8,12,19,10,1,2,2
S00135129,40,2,12,10,3,7,0,6
S00135130,53,4,10,18,13,3,2,3
S00135131,48,9,9,17,5,0,2,6
S00135137,62,11,9,20,12,1,1,8
S00135276,64,9,10,25,8,6,1,5
S00135138,52,10,13,9,10,5,1,4
S00135139,43,6,12,17,2,0,0,6
S00135140,56,6,9,19,8,2,0,12
S00135279,52,5,8,17,11,1,0,10
S00135280,53,8,5,25,9,2,0,4
S00135281,68,8,17,16,14,4,0,9
S00135282,32,7,10,8,1,3,0,3
S00135141,63,12,13,21,7,5,2,3
S00135142,28,6,0,12,7,1,0,2
S00135238,66,20,4,21,10,1,4,6
S00135259,46,8,6,19,5,2,0,6
S00135277,73,11,14,30,4,5,1,8
S00135278,23,2,6,6,5,2,1,1
S00135239,42,9,9,11,10,0,1,2
S00135240,45,10,5,10,9,2,1,8
S00135241,53,10,12,16,10,1,0,4
S00135242,36,13,4,12,6,0,1,0
S00135243,39,8,7,13,9,1,0,1
S00135244,48,12,12,14,5,1,0,4
S00135300,72,9,13,21,15,3,3,8
S00135301,24,3,5,5,4,2,0,5
S00135150,77,8,5,34,20,3,3,4
S00135246,60,11,14,16,8,4,0,7
S00135247,41,12,2,12,9,2,0,4
S00135285,24,3,4,8,7,2,0,0
S00135286,81,11,10,30,15,2,1,12
S00135221,41,5,6,19,5,2,0,4
S00135222,42,6,3,16,10,1,0,6
S00135223,73,13,14,26,13,2,2,3
S00135224,60,10,11,22,12,3,1,1
S00135225,22,3,4,6,6,0,3,0
S00135226,99,16,12,26,27,5,6,7
S00135258,44,5,6,21,9,2,0,1
S00135149,45,3,10,9,17,3,2,1
S00135227,61,10,7,12,20,11,0,1
S00135228,49,2,4,19,18,0,2,4
S00135229,51,5,10,17,11,3,2,3
S00135230,32,7,12,3,3,4,0,3
S00135231,96,17,15,25,25,2,2,10
S00135232,49,9,8,19,9,0,0,4
S00135233,54,2,23,9,14,5,0,1
S00135172,58,7,7,16,15,3,3,7
S00135173,68,6,12,16,22,8,0,4
S00135250,56,8,7,17,19,4,1,0
S00135251,46,9,8,17,6,2,1,3
S00135289,74,7,10,33,15,2,1,6
S00135290,65,1,21,6,13,15,1,8
S00135174,64,6,8,24,13,3,3,7
S00135175,33,6,4,12,9,0,1,1
S00135194,53,5,9,21,8,4,1,5
S00135220,57,5,14,24,7,3,1,3
S00135252,66,2,13,23,13,6,0,9
S00135253,25,2,4,8,5,0,1,5
S00135254,30,2,9,7,8,2,1,1
S00135291,35,1,7,2,13,6,1,5
S00135292,44,7,6,11,14,3,0,3
S00135293,33,5,2,17,4,2,0,3
S00135193,63,9,13,16,6,9,0,10
S00135196,47,5,16,5,3,11,0,7
S00135197,33,0,8,6,5,8,0,6
S00135198,30,1,9,6,3,11,0,0
S00135219,61,5,18,15,9,10,1,3
S00135294,55,13,14,20,4,3,0,1
S00135295,24,5,1,12,5,0,0,1
S00135188,57,8,25,10,4,4,1,5
S00135190,39,7,21,5,2,2,0,2
S00135203,78,11,16,19,13,8,3,8
S00135204,71,15,14,14,9,8,2,9
S00135208,39,10,12,5,6,5,0,1
S00135256,54,33,6,9,5,0,0,1
S00135177,45,9,21,9,1,2,1,2
S00135181,29,5,4,10,8,0,0,2
S00135182,70,10,38,14,5,1,0,2
S00135183,57,28,12,12,3,1,0,1
S00135184,49,12,18,8,6,0,0,5
S00135185,56,31,6,11,5,1,0,2
S00135186,33,2,16,7,4,2,0,2
S00135187,73,16,26,14,7,3,0,7
S00135189,48,12,20,7,3,2,1,3
S00135192,43,4,11,8,15,2,0,3
S00135176,46,4,13,8,11,4,1,5
S00135178,49,9,11,14,10,1,0,4
S00135179,58,9,11,12,15,3,1,7
S00135180,60,7,17,8,10,10,2,6
S00135216,57,12,11,14,9,4,0,7
S00135217,59,12,17,12,7,5,0,6
S00135218,72,13,24,24,7,2,2,0
S00135211,51,11,12,16,9,0,0,3
S00135212,46,4,13,17,1,1,0,10
S00135213,40,11,18,6,1,1,1,2
S00135214,62,4,12,20,10,2,1,13
S00135296,45,1,11,16,8,3,0,6
S00135297,49,2,13,12,11,6,0,5
S00135191,27,2,9,6,4,3,0,3
S00135200,70,10,15,24,8,7,1,5
S00135205,43,13,8,12,3,2,0,5
S00135206,35,10,9,6,1,5,0,4
S00135207,43,11,6,14,6,4,0,2
S00135209,52,15,7,23,6,1,0,0
S00135210,57,17,10,14,12,1,0,3
S00135298,53,7,12,15,5,9,0,5
S00135299,32,10,6,9,2,1,0,4
S00135170,46,4,7,17,10,3,0,5
S00135195,47,3,14,15,3,4,1,7
S00135199,54,10,10,16,8,4,1,5
S00135201,43,7,6,13,9,2,0,6
S00135202,44,3,6,15,10,5,0,5
S00135215,53,8,17,17,6,0,0,5
S00135165,51,4,7,24,8,4,1,3
S00135166,35,3,5,11,12,1,0,3
S00135167,66,7,19,10,13,8,2,7
S00135168,58,14,12,18,11,0,0,3
S00135169,49,4,12,17,9,0,2,5
S00135171,60,6,7,22,18,2,1,4
S00135249,44,8,4,16,10,4,1,1
S00135146,66,10,7,18,21,5,1,4
S00135147,38,5,5,13,8,2,1,4
S00135148,50,11,6,16,11,4,1,1
S00135151,70,9,16,22,14,2,2,5
S00135163,41,5,14,9,7,3,1,2
S00135164,71,11,9,27,21,0,1,2
S00135143,84,13,18,28,18,4,0,3
S00135144,37,5,4,15,8,0,2,3
S00135145,51,11,5,19,11,0,1,4
S00135162,74,9,8,31,16,0,2,8
S00135283,38,3,8,11,6,1,6,3
S00135284,64,9,7,24,12,2,0,10
S00135152,50,5,7,13,18,0,3,4
S00135234,56,6,6,20,12,3,1,8
S00135235,38,6,12,10,6,1,1,2
S00135236,67,14,12,29,8,1,1,2
S00135237,63,13,8,22,11,3,1,5
S00117855,71,16,18,19,14,0,1,3
S00117856,65,11,7,30,10,3,1,3
S00119159,67,3,18,22,15,4,0,5
S00119624,44,6,8,22,5,2,1,0
S00117858,48,8,6,21,9,0,2,2
S00117859,40,7,5,11,10,2,0,5
S00117860,34,4,2,14,9,2,0,3
S00119158,56,6,9,30,5,1,0,5
S00119625,66,9,13,19,9,11,1,4
S00117863,33,5,8,6,3,5,3,3
S00117864,47,11,5,22,5,1,0,3
S00117865,52,2,8,26,9,2,0,5
S00117866,36,5,3,16,9,3,0,0
S00117867,56,5,10,18,14,4,1,4
S00117868,76,7,20,25,12,3,1,8
S00119314,39,4,9,14,8,2,0,2
S00119315,41,7,13,8,6,4,0,3
S00118199,62,8,6,21,15,7,1,4
S00118200,35,8,9,12,2,2,0,2
S00118201,45,5,14,11,7,3,0,5
S00118202,63,7,22,23,8,2,0,1
S00118203,61,10,10,16,15,2,2,6
S00118204,38,2,6,11,14,3,0,2
S00118205,41,5,8,12,11,2,0,3
S00117832,36,3,8,16,6,0,0,3
S00117842,23,1,2,13,5,0,1,1
S00117857,71,6,13,36,13,0,0,3
S00119153,54,14,13,15,9,3,0,0
S00119301,33,8,11,6,5,0,0,3
S00119302,24,4,2,8,6,1,0,3
S00119307,57,8,9,18,12,3,0,7
S00119308,30,6,3,9,7,2,0,3
S00119311,26,4,2,12,5,2,0,1
S00119312,30,3,11,6,6,3,0,1
S00119313,65,8,15,23,9,6,0,4
S00117840,68,3,14,35,12,3,0,1
S00117841,43,9,5,11,12,1,1,4
S00117843,70,10,8,25,19,2,1,5
S00117844,63,2,5,34,10,1,0,11
S00117845,57,3,9,29,10,2,1,3
S00117861,67,7,10,27,14,4,0,5
S00117862,25,3,3,12,5,1,0,1
S00117838,76,8,14,36,14,1,1,2
S00119157,54,7,6,30,5,0,2,4
S00119305,71,10,11,37,6,2,1,4
S00119306,33,1,6,17,5,0,0,4
S00117833,26,4,6,11,5,0,0,0
S00117834,56,8,10,23,12,2,1,0
S00119154,56,6,8,28,11,0,0,3
S00119155,45,7,5,20,11,0,1,1
S00119156,76,6,7,30,18,1,4,10
S00117835,66,7,10,32,11,1,1,4
S00118120,67,6,13,21,17,6,1,3
S00119197,45,14,8,11,6,0,1,5
S00119396,34,4,9,8,7,4,0,2
S00119397,50,10,9,15,11,0,3,2
S00119398,52,6,6,22,9,1,3,5
S00119399,50,15,12,9,6,0,0,8
S00118121,61,9,28,8,3,5,2,6
S00118122,55,8,13,21,9,3,0,1
S00118123,24,4,2,9,5,1,0,3
S00118124,47,11,5,16,7,3,0,5
S00118125,48,9,2,17,8,8,0,4
S00118126,44,15,7,15,5,0,0,2
S00118127,37,5,11,8,4,6,0,3
S00119198,44,6,17,11,5,3,1,1
S00119199,56,14,9,13,7,8,1,4
S00119200,39,7,11,12,3,2,0,4
S00117837,59,15,6,17,10,1,1,9
S00119145,35,1,5,10,10,2,0,7
S00119303,45,2,15,16,7,1,1,3
S00119304,62,6,14,23,15,0,1,3
S00119310,64,10,6,29,13,1,1,4
S00117836,70,2,7,37,10,3,2,9
S00117850,68,3,5,34,19,2,2,3
S00117851,57,11,10,16,11,3,1,5
S00117852,41,5,6,13,9,4,2,2
S00119309,47,7,9,16,9,0,0,6
S00117846,24,3,4,9,5,2,0,1
S00117847,43,7,4,17,8,3,2,2
S00117848,29,1,2,17,6,0,1,2
S00117849,58,6,4,24,16,1,0,7
S00117853,47,5,6,30,3,3,0,0
S00117854,77,15,13,26,16,1,0,6
S00117794,44,11,4,21,6,0,1,1
S00117830,28,4,3,16,5,0,0,0
S00117831,51,5,5,25,9,0,1,6
S00118220,82,21,14,20,15,5,0,7
S00118221,48,6,5,16,13,2,0,6
S00118222,42,8,6,14,8,3,1,2
S00118223,41,10,10,14,5,2,0,0
S00119213,71,11,17,27,12,1,0,3
S00118006,65,4,21,25,8,3,1,3
S00118017,83,4,18,37,16,2,2,4
S00119233,60,6,6,29,15,2,1,1
S00119234,28,7,5,12,0,0,0,4
S00119370,34,2,2,11,7,5,3,4
S00119371,65,5,25,23,5,4,0,3
S00119372,44,6,15,10,6,3,1,3
S00119373,40,22,6,10,0,0,0,2
S00118003,51,7,15,8,9,7,1,4
S00118004,55,2,11,23,7,7,0,5
S00118005,33,2,3,14,4,1,1,8
S00118018,52,5,9,20,18,0,0,0
S00119181,48,9,9,19,7,1,1,2
S00119183,57,5,13,22,10,3,1,3
S00119184,58,4,22,8,15,7,0,2
S00119185,65,4,14,29,11,0,1,6
S00118013,71,15,6,26,13,5,2,4
S00118014,57,9,7,23,11,1,1,5
S00118015,68,8,2,38,14,0,1,5
S00118056,42,3,6,21,8,2,0,2
S00119182,35,3,5,21,4,0,0,2
S00118007,54,4,10,25,10,2,1,2
S00118008,52,4,7,23,13,0,1,4
S00118009,50,6,15,20,5,0,1,3
S00118010,45,1,21,10,6,3,2,2
S00118011,53,7,5,23,11,3,1,3
S00118012,38,4,9,14,6,0,0,5
S00119368,60,14,12,22,8,2,0,2
S00119369,40,7,5,22,3,1,0,2
S00118016,33,3,2,22,4,2,0,0
S00118025,62,6,9,29,13,2,1,2
S00118026,51,7,6,23,8,2,0,5
S00119177,52,11,10,19,5,6,0,1
S00119178,26,2,6,9,5,1,1,2
S00118029,60,6,5,28,16,0,0,5
S00118030,43,8,10,12,7,1,0,5
S00118031,36,4,6,12,6,2,0,6
S00118032,54,8,8,22,6,3,2,5
S00118033,29,2,6,11,6,1,0,3
S00118034,51,7,10,17,10,0,0,7
S00118028,46,2,12,20,10,0,0,2
S00118575,59,6,24,14,5,4,1,5
S00118576,65,19,14,11,9,6,0,6
S00118577,35,7,9,12,2,4,0,1
S00118578,29,1,9,12,3,1,0,3
S00118579,48,7,3,29,4,0,1,4
S00118570,25,5,6,5,3,3,1,2
S00118571,59,2,20,14,11,8,0,4
S00118572,55,12,10,15,7,5,1,5
S00118573,25,3,6,4,3,7,0,2
S00118574,29,6,4,10,3,1,0,5
S00119055,35,13,8,4,5,1,0,4
S00119500,28,4,5,13,3,0,0,3
S00119501,59,18,13,21,1,0,1,5
S00118027,75,2,24,18,18,11,1,1
S00118580,38,3,7,6,12,6,1,3
S00118581,42,8,7,12,8,3,1,3
S00118582,40,2,5,15,8,3,0,7
S00119502,43,1,13,3,17,7,0,2
S00119503,51,3,18,8,11,6,2,3
S00119504,45,0,6,8,19,6,0,6
S00119505,54,9,27,10,7,0,0,1
S00119506,35,6,9,9,8,1,1,1
S00119507,38,6,14,11,1,3,1,2
S00118019,36,6,0,13,12,2,0,3
S00118020,42,1,9,20,9,2,0,1
S00118021,53,7,4,24,14,2,0,2
S00118022,40,5,3,24,4,0,1,3
S00118023,59,12,8,18,13,3,1,4
S00118024,67,3,17,23,17,4,1,2
S00119374,68,6,7,37,9,2,2,5
S00119375,33,1,8,11,9,0,1,3
S00118035,55,8,6,22,10,2,0,7
S00118036,41,4,9,18,5,0,2,3
S00118037,47,8,9,15,10,1,0,4
S00118038,37,2,4,23,5,0,2,1
S00118039,74,12,13,33,12,0,0,4
S00118040,31,4,3,14,5,0,1,4
S00118041,48,8,6,22,6,0,0,6
S00119376,51,9,7,14,13,2,2,4
S00119377,39,8,4,15,9,1,1,1
S00118051,43,5,6,21,7,3,0,1
S00118052,42,7,7,13,6,4,0,5
S00118053,45,10,5,24,4,0,0,2
S00118054,76,10,12,42,7,2,0,3
S00118055,74,8,4,45,9,0,1,7
S00119378,46,12,6,21,5,1,0,1
S00119379,35,6,4,6,10,4,1,4
S00118046,48,4,11,27,3,3,0,0
S00118047,33,7,4,17,2,0,0,3
S00118048,52,5,6,30,8,0,1,2
S00118049,59,8,9,27,9,2,1,3
S00118050,72,17,13,23,10,5,2,2
S00119187,30,8,4,12,2,1,1,2
S00121909,75,5,7,37,20,1,1,4
S00121910,32,5,5,13,3,1,2,3
S00121911,68,11,9,31,11,2,0,4
S00121912,60,10,11,26,7,2,1,3
S00121913,46,8,11,19,3,0,2,3
S00122807,38,7,5,15,5,1,0,5
S00122810,54,17,10,18,6,0,0,3
S00122818,36,9,8,14,3,0,1,1
S00121907,42,4,12,8,14,3,1,0
S00121908,31,5,3,16,3,0,2,2
S00121922,46,5,8,22,6,1,1,3
S00121923,32,8,3,10,6,0,1,4
S00122808,47,5,6,24,7,0,2,3
S00122821,43,7,8,22,3,0,0,3
S00122822,49,9,10,16,5,3,0,6
S00122927,49,14,10,15,5,0,2,3
S00121919,62,16,5,27,10,1,1,2
S00121920,52,12,4,20,11,2,0,3
S00121921,35,6,2,19,4,2,1,1
S00122820,51,7,3,23,16,1,0,1
S00122926,24,4,2,9,6,0,1,2
S00121914,47,11,7,22,5,0,0,2
S00121915,27,1,5,14,2,2,0,3
S00121916,26,7,2,11,2,0,0,4
S00121917,30,6,1,12,4,5,0,2
S00122924,60,15,14,20,4,5,0,2
S00122925,29,9,5,12,2,0,0,1
S00121926,38,6,6,14,8,4,0,0
S00121927,45,1,6,14,11,9,2,2
S00122895,32,7,8,12,3,2,0,0
S00122896,58,20,6,23,6,0,1,2
S00122928,48,21,12,10,3,0,0,2
S00122929,38,13,9,9,4,1,0,2
S00121918,48,9,4,23,8,2,1,1
S00121928,42,8,5,18,5,2,0,4
S00121929,53,15,7,26,3,0,1,1
S00122826,27,7,2,14,1,3,0,0
S00122827,34,7,6,18,2,0,0,1
S00122930,70,19,16,23,7,0,0,5
S00121906,29,4,2,15,7,0,0,1
S00121931,69,16,14,21,7,5,1,5
S00121932,62,9,10,33,5,0,2,3
S00121933,25,5,2,12,4,1,0,1
S00121934,61,15,12,23,2,2,1,6
S00122805,42,18,7,7,3,3,0,4
S00122806,38,7,9,11,3,3,1,4
S00122828,43,5,4,13,13,3,1,4
S00122829,33,8,3,13,5,1,0,3
S00132921,36,5,9,10,12,0,0,0
S00132922,29,10,1,12,4,1,0,1
S00133504,35,2,3,20,7,0,1,2
S00133505,46,3,9,12,12,6,0,4
