ethn..geo_code,ethn..total_persons,ethn..ethnic_group_white,ethn..ethnic_group_chinese,ethn..ethnic_group_irish_traveller,ethn..ethnic_group_indian,ethn..ethnic_group_pakistani,ethn..ethnic_group_bangladeshi,ethn..ethnic_group_other_asian,ethn..ethnic_group_black_caribbean,ethn..ethnic_group_black_african,ethn..ethnic_group_black_other,ethn..ethnic_group_mixed,ethn..ethnic_group_other,ethn..white_or_white_british_or_white_irish,ethn..black_or_black_british_or_black_irish,ethn..asian_or_asian_british_or_asian_irish,ethn..mixed_multiple_ethnicity,ethn..other_ethnicity
N00000001,1113,1020,1,1,0,4,0,7,12,25,21,15,7,1021,58,12,15,7
N00000002,351,349,0,0,0,0,0,1,0,0,0,0,1,349,0,1,0,1
N00000003,237,237,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0
N00000004,616,615,0,0,0,0,0,0,0,0,1,0,0,615,1,0,0,0
N00000005,374,373,0,0,0,0,0,1,0,0,0,0,0,373,0,1,0,0
N00000006,251,244,0,0,0,0,0,0,0,3,2,2,0,244,5,0,2,0
N00000007,245,243,0,0,0,0,0,2,0,0,0,0,0,243,0,2,0,0
N00000008,288,285,2,0,0,0,0,1,0,0,0,0,0,285,0,3,0,0
N00000009,727,712,0,0,5,4,0,0,0,0,2,4,0,712,2,9,4,0
N00000010,242,241,0,0,1,0,0,0,0,0,0,0,0,241,0,1,0,0
N00000011,293,287,1,0,2,0,0,0,0,0,0,1,2,287,0,3,1,2
N00000012,264,262,1,0,0,0,0,0,0,0,0,0,1,262,0,1,0,1
N00000013,268,267,0,0,0,0,0,0,1,0,0,0,0,267,1,0,0,0
N00000014,460,454,1,0,1,0,0,0,0,0,0,3,1,454,0,2,3,1
N00000015,226,225,0,0,0,0,0,0,0,0,0,1,0,225,0,0,1,0
N00000016,223,219,1,1,0,1,0,0,0,0,0,0,1,220,0,2,0,1
N00000017,340,332,0,0,0,0,0,0,0,1,0,4,3,332,1,0,4,3
N00000018,229,227,0,0,0,0,0,2,0,0,0,0,0,227,0,2,0,0
N00000019,261,253,0,0,0,4,0,3,0,0,0,1,0,253,0,7,1,0
N00000020,236,234,0,0,0,0,0,0,0,0,0,2,0,234,0,0,2,0
N00000021,269,265,0,0,0,0,0,0,1,0,0,3,0,265,1,0,3,0
N00000022,269,267,1,0,0,0,0,1,0,0,0,0,0,267,0,2,0,0
N00000023,218,216,0,0,0,0,0,1,0,0,0,1,0,216,0,1,1,0
N00000024,533,530,0,0,0,3,0,0,0,0,0,0,0,530,0,3,0,0
N00000025,460,460,0,0,0,0,0,0,0,0,0,0,0,460,0,0,0,0
N00000026,466,462,0,0,0,0,0,0,0,0,0,4,0,462,0,0,4,0
N00000027,540,535,0,0,0,0,0,1,0,0,0,3,1,535,0,1,3,1
N00000028,236,234,0,0,0,0,0,0,0,1,0,1,0,234,1,0,1,0
N00000029,403,396,3,0,0,2,0,0,0,0,0,2,0,396,0,5,2,0
N00000030,375,372,0,0,0,0,0,0,0,1,2,0,0,372,3,0,0,0
N00000031,707,706,0,0,0,0,0,0,0,0,0,0,1,706,0,0,0,1
N00000032,386,386,0,0,0,0,0,0,0,0,0,0,0,386,0,0,0,0
N00000033,498,492,0,1,0,0,0,0,0,5,0,0,0,493,5,0,0,0
N00000034,474,470,0,0,0,0,0,0,0,0,1,3,0,470,1,0,3,0
N00000035,291,288,0,0,3,0,0,0,0,0,0,0,0,288,0,3,0,0
N00000036,345,338,0,0,0,0,0,3,1,3,0,0,0,338,4,3,0,0
N00000037,285,285,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0
N00000038,406,402,0,0,0,0,0,3,0,0,0,1,0,402,0,3,1,0
N00000039,1262,1234,0,0,8,0,0,1,0,1,0,14,4,1234,1,9,14,4
N00000040,265,265,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0
N00000041,462,462,0,0,0,0,0,0,0,0,0,0,0,462,0,0,0,0
N00000042,410,409,0,0,0,0,0,0,0,0,0,1,0,409,0,0,1,0
N00000043,1245,1223,0,1,0,1,0,0,0,10,0,10,0,1224,10,1,10,0
N00000044,312,312,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0
N00000045,515,513,0,0,0,0,0,0,0,0,0,2,0,513,0,0,2,0
N00000046,394,394,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0
N00000047,374,372,0,0,0,0,0,0,0,0,0,1,1,372,0,0,1,1
N00000048,304,300,1,0,1,0,0,0,0,0,0,2,0,300,0,2,2,0
N00000049,254,252,1,0,0,0,0,0,0,0,0,1,0,252,0,1,1,0
N00000050,299,299,0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0
N00000051,313,306,0,0,1,0,0,5,0,0,0,1,0,306,0,6,1,0
N00000052,309,306,1,0,0,0,0,0,0,0,0,2,0,306,0,1,2,0
N00000053,261,254,3,0,0,0,2,1,0,0,0,1,0,254,0,6,1,0
N00000054,266,263,1,0,0,0,0,0,0,0,0,1,1,263,0,1,1,1
N00000055,266,262,1,0,3,0,0,0,0,0,0,0,0,262,0,4,0,0
N00000056,283,283,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0
N00000057,279,275,2,0,1,0,0,0,0,0,1,0,0,275,1,3,0,0
N00000058,266,246,5,0,12,0,0,0,0,0,0,3,0,246,0,17,3,0
N00000059,226,218,7,0,0,0,0,0,0,0,0,1,0,218,0,7,1,0
N00000060,394,377,0,0,10,6,0,0,0,0,0,1,0,377,0,16,1,0
N00000061,273,254,5,0,10,0,0,0,0,0,0,4,0,254,0,15,4,0
N00000062,351,342,3,0,0,4,0,0,0,0,0,1,1,342,0,7,1,1
N00000063,431,405,16,0,4,0,0,2,0,0,0,4,0,405,0,22,4,0
N00000064,279,269,4,0,0,0,1,1,0,3,0,1,0,269,3,6,1,0
N00000065,389,376,3,0,6,0,0,0,0,0,0,4,0,376,0,9,4,0
N00000066,264,255,3,0,3,0,0,0,0,3,0,0,0,255,3,6,0,0
N00000067,316,312,0,0,0,0,0,0,0,1,1,2,0,312,2,0,2,0
N00000068,371,357,14,0,0,0,0,0,0,0,0,0,0,357,0,14,0,0
N00000069,334,333,1,0,0,0,0,0,0,0,0,0,0,333,0,1,0,0
N00000070,243,242,0,0,0,0,0,0,0,0,0,1,0,242,0,0,1,0
N00000071,283,278,3,0,0,0,0,0,0,1,0,1,0,278,1,3,1,0
N00000072,1753,1713,6,6,10,3,0,5,0,1,1,7,1,1719,2,24,7,1
N00000073,521,508,1,0,7,1,0,0,0,2,0,2,0,508,2,9,2,0
N00000074,1047,981,9,0,23,0,0,31,0,0,0,3,0,981,0,63,3,0
N00000075,410,406,0,0,0,1,0,0,0,0,0,1,2,406,0,1,1,2
N00000076,344,335,5,0,0,4,0,0,0,0,0,0,0,335,0,9,0,0
N00000077,275,272,1,0,0,0,0,0,0,0,0,1,1,272,0,1,1,1
N00000078,488,439,6,6,19,0,0,12,0,0,0,6,0,445,0,37,6,0
N00000079,564,562,0,0,0,0,0,0,0,0,0,2,0,562,0,0,2,0
N00000080,424,423,1,0,0,0,0,0,0,0,0,0,0,423,0,1,0,0
N00000081,339,338,1,0,0,0,0,0,0,0,0,0,0,338,0,1,0,0
N00000082,342,342,0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,0
N00000083,650,648,0,0,0,0,0,0,0,1,0,1,0,648,1,0,1,0
N00000084,456,455,0,0,0,0,0,0,0,0,0,1,0,455,0,0,1,0
N00000085,437,430,5,0,0,0,0,1,0,0,0,1,0,430,0,6,1,0
N00000086,395,392,2,0,0,0,0,0,0,0,0,1,0,392,0,2,1,0
N00000087,913,909,1,1,0,0,0,0,0,0,0,2,0,910,0,1,2,0
N00000088,216,211,0,0,1,0,0,0,1,0,0,3,0,211,1,1,3,0
N00000089,478,473,1,0,0,0,0,0,0,0,0,4,0,473,0,1,4,0
N00000090,392,389,0,1,0,0,0,0,0,1,0,1,0,390,1,0,1,0
N00000091,476,471,4,0,0,0,0,0,0,0,0,1,0,471,0,4,1,0
N00000092,504,503,0,0,1,0,0,0,0,0,0,0,0,503,0,1,0,0
N00000093,421,416,0,0,0,0,0,0,0,5,0,0,0,416,5,0,0,0
N00000094,492,489,0,0,3,0,0,0,0,0,0,0,0,489,0,3,0,0
N00000095,468,466,0,0,2,0,0,0,0,0,0,0,0,466,0,2,0,0
N00000096,464,464,0,0,0,0,0,0,0,0,0,0,0,464,0,0,0,0
N00000097,850,827,5,0,12,0,0,0,1,4,0,1,0,827,5,17,1,0
N00000098,1192,1053,6,0,90,0,0,31,1,1,0,10,0,1053,2,127,10,0
N00000099,258,252,0,0,4,0,0,2,0,0,0,0,0,252,0,6,0,0
N00000100,341,326,3,0,6,0,0,3,1,0,0,2,0,326,1,12,2,0
N00000101,282,264,3,0,10,0,0,1,0,0,0,4,0,264,0,14,4,0
N00000102,318,301,0,0,13,0,0,1,0,1,0,2,0,301,1,14,2,0
N00000103,623,603,1,0,11,0,0,0,0,0,0,6,2,603,0,12,6,2
N00000104,322,295,0,0,10,3,0,6,0,1,0,7,0,295,1,19,7,0
N00000105,327,317,1,0,0,0,0,4,1,4,0,0,0,317,5,5,0,0
N00000106,198,186,2,0,4,0,0,1,0,0,0,5,0,186,0,7,5,0
N00000107,269,268,0,0,0,0,0,0,0,0,0,0,1,268,0,0,0,1
N00000108,243,240,0,0,0,0,0,3,0,0,0,0,0,240,0,3,0,0
N00000109,512,502,3,0,0,1,0,0,1,5,0,0,0,502,6,4,0,0
N00000110,258,252,2,0,2,0,0,0,0,0,0,2,0,252,0,4,2,0
N00000111,356,344,3,0,8,0,0,0,0,0,0,1,0,344,0,11,1,0
N00000112,402,393,0,0,5,0,0,0,0,0,0,4,0,393,0,5,4,0
N00000113,309,299,3,0,7,0,0,0,0,0,0,0,0,299,0,10,0,0
N00000114,318,310,0,0,6,0,0,0,0,0,1,1,0,310,1,6,1,0
N00000115,302,290,0,0,4,1,0,0,0,2,0,5,0,290,2,5,5,0
N00000116,287,282,0,0,4,0,0,0,0,0,0,1,0,282,0,4,1,0
N00000117,168,168,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0
N00000118,333,314,6,0,13,0,0,0,0,0,0,0,0,314,0,19,0,0
N00000119,289,285,0,1,0,0,0,3,0,0,0,0,0,286,0,3,0,0
N00000120,323,323,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0
N00000121,293,290,0,0,0,0,0,0,0,0,0,2,1,290,0,0,2,1
N00000122,481,469,2,0,1,3,0,1,0,0,0,5,0,469,0,7,5,0
N00000123,351,344,0,1,1,0,0,1,0,0,0,4,0,345,0,2,4,0
N00000124,369,365,0,0,0,0,0,4,0,0,0,0,0,365,0,4,0,0
N00000125,464,463,0,0,0,0,0,0,0,0,0,1,0,463,0,0,1,0
N00000126,481,481,0,0,0,0,0,0,0,0,0,0,0,481,0,0,0,0
N00000127,405,400,0,0,1,0,0,0,1,0,0,3,0,400,1,1,3,0
N00000128,991,982,0,0,8,0,0,0,0,0,0,0,1,982,0,8,0,1
N00000129,346,337,0,0,9,0,0,0,0,0,0,0,0,337,0,9,0,0
N00000477,721,709,2,0,8,0,0,1,0,0,0,1,0,709,0,11,1,0
N00000478,294,279,4,0,5,0,0,1,0,1,0,1,3,279,1,10,1,3
N00000479,280,271,0,2,0,1,0,6,0,0,0,0,0,273,0,7,0,0
N00000480,335,331,0,0,3,0,0,0,0,0,0,1,0,331,0,3,1,0
N00000481,469,464,0,0,4,0,0,1,0,0,0,0,0,464,0,5,0,0
N00000482,225,223,0,0,0,0,0,2,0,0,0,0,0,223,0,2,0,0
N00000483,285,277,0,0,0,0,0,8,0,0,0,0,0,277,0,8,0,0
N00000484,330,318,4,0,0,0,0,0,0,0,0,1,7,318,0,4,1,7
N00000485,241,236,0,0,1,0,0,0,0,0,0,4,0,236,0,1,4,0
N00000486,372,367,2,0,0,0,0,0,0,0,0,3,0,367,0,2,3,0
N00000487,290,290,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0
N00000488,409,405,0,0,0,0,0,1,0,0,0,3,0,405,0,1,3,0
N00000489,282,282,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0
N00000490,515,514,1,0,0,0,0,0,0,0,0,0,0,514,0,1,0,0
N00000491,525,525,0,0,0,0,0,0,0,0,0,0,0,525,0,0,0,0
N00000492,414,410,1,0,0,1,0,0,0,0,0,1,1,410,0,2,1,1
N00000493,331,327,0,1,0,0,0,1,0,0,1,1,0,328,1,1,1,0
N00000494,825,815,1,0,1,0,0,6,0,0,0,2,0,815,0,8,2,0
N00000495,336,334,0,0,0,2,0,0,0,0,0,0,0,334,0,2,0,0
N00000496,837,820,7,0,3,2,0,3,0,0,0,2,0,820,0,15,2,0
N00000497,837,821,2,0,1,5,0,4,0,0,0,4,0,821,0,12,4,0
N00000498,337,332,0,0,5,0,0,0,0,0,0,0,0,332,0,5,0,0
N00000499,296,294,0,0,1,0,0,0,0,0,0,0,1,294,0,1,0,1
N00000500,503,503,0,0,0,0,0,0,0,0,0,0,0,503,0,0,0,0
N00000501,300,298,0,0,0,0,0,0,0,0,0,1,1,298,0,0,1,1
N00000502,196,196,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0
N00000503,395,392,0,0,0,0,0,0,0,0,0,1,2,392,0,0,1,2
N00000504,236,235,0,0,0,0,1,0,0,0,0,0,0,235,0,1,0,0
N00000505,225,224,0,0,0,0,0,0,0,0,0,0,1,224,0,0,0,1
N00000506,282,279,0,0,0,0,0,0,0,2,0,1,0,279,2,0,1,0
N00000507,269,264,0,0,0,5,0,0,0,0,0,0,0,264,0,5,0,0
N00000508,316,307,0,0,0,4,0,0,0,4,0,0,1,307,4,4,0,1
N00000509,357,349,0,0,0,1,0,0,0,7,0,0,0,349,7,1,0,0
N00000510,290,287,0,0,1,2,0,0,0,0,0,0,0,287,0,3,0,0
N00000511,520,520,0,0,0,0,0,0,0,0,0,0,0,520,0,0,0,0
N00000512,430,423,7,0,0,0,0,0,0,0,0,0,0,423,0,7,0,0
N00000513,327,323,3,0,0,0,0,0,0,0,0,0,1,323,0,3,0,1
N00000514,357,354,2,0,0,0,0,0,0,0,0,1,0,354,0,2,1,0
N00000515,345,345,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0
N00000516,215,212,0,0,0,0,0,1,0,0,0,1,1,212,0,1,1,1
N00000517,394,388,6,0,0,0,0,0,0,0,0,0,0,388,0,6,0,0
N00000518,311,307,0,0,0,0,0,1,0,0,0,3,0,307,0,1,3,0
N00000519,260,260,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0
N00000520,612,605,0,1,1,0,0,0,0,0,0,1,4,606,0,1,1,4
N00000521,413,410,1,0,0,0,0,0,0,0,0,2,0,410,0,1,2,0
N00000522,451,450,1,0,0,0,0,0,0,0,0,0,0,450,0,1,0,0
N00000523,397,396,1,0,0,0,0,0,0,0,0,0,0,396,0,1,0,0
N00000524,488,487,0,0,0,0,0,0,0,0,0,1,0,487,0,0,1,0
N00000525,431,430,0,0,0,0,0,0,0,0,0,1,0,430,0,0,1,0
N00000526,260,252,4,0,0,0,0,4,0,0,0,0,0,252,0,8,0,0
N00000527,344,340,3,0,0,0,0,0,0,0,0,0,1,340,0,3,0,1
N00000528,247,238,3,2,2,0,0,0,0,0,0,0,2,240,0,5,0,2
N00000529,238,227,0,0,0,0,0,7,0,0,0,0,4,227,0,7,0,4
N00000530,292,292,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0
N00000531,317,308,4,0,5,0,0,0,0,0,0,0,0,308,0,9,0,0
N00000532,214,203,0,0,8,0,0,0,0,0,0,0,3,203,0,8,0,3
N00000533,214,208,2,0,3,0,0,1,0,0,0,0,0,208,0,6,0,0
N00000534,490,489,0,0,0,0,0,0,0,0,0,1,0,489,0,0,1,0
N00000535,519,517,0,0,0,0,0,0,0,1,0,1,0,517,1,0,1,0
N00000536,392,392,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0
N00000537,413,410,3,0,0,0,0,0,0,0,0,0,0,410,0,3,0,0
N00000538,395,394,0,0,0,0,0,0,0,0,1,0,0,394,1,0,0,0
N00000539,381,381,0,0,0,0,0,0,0,0,0,0,0,381,0,0,0,0
N00000540,291,290,1,0,0,0,0,0,0,0,0,0,0,290,0,1,0,0
N00000541,407,407,0,0,0,0,0,0,0,0,0,0,0,407,0,0,0,0
N00000542,265,265,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0
N00000543,389,389,0,0,0,0,0,0,0,0,0,0,0,389,0,0,0,0
N00000544,273,273,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0
N00000545,288,284,0,0,4,0,0,0,0,0,0,0,0,284,0,4,0,0
N00000546,280,280,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0
N00000547,327,323,0,0,3,1,0,0,0,0,0,0,0,323,0,4,0,0
N00000548,285,285,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0
N00000549,215,209,0,6,0,0,0,0,0,0,0,0,0,215,0,0,0,0
N00000550,429,424,0,0,0,5,0,0,0,0,0,0,0,424,0,5,0,0
N00000551,269,258,1,8,0,0,0,0,0,1,0,1,0,266,1,1,1,0
N00000552,254,254,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0
N00000553,347,340,0,2,0,0,0,5,0,0,0,0,0,342,0,5,0,0
N00000554,250,241,0,9,0,0,0,0,0,0,0,0,0,250,0,0,0,0
N00000555,251,237,0,12,0,0,0,0,0,0,0,2,0,249,0,0,2,0
N00000556,348,341,2,2,0,0,0,2,0,0,0,1,0,343,0,4,1,0
N00000557,552,552,0,0,0,0,0,0,0,0,0,0,0,552,0,0,0,0
N00000558,466,466,0,0,0,0,0,0,0,0,0,0,0,466,0,0,0,0
N00000559,322,322,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0
N00000560,413,412,0,0,0,0,0,0,0,0,0,0,1,412,0,0,0,1
N00000561,493,490,1,0,0,0,0,0,0,0,0,2,0,490,0,1,2,0
N00000562,364,364,0,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0
N00000563,923,883,3,21,4,2,0,4,0,2,0,3,1,904,2,13,3,1
N00000564,323,310,0,2,5,0,0,5,0,0,0,1,0,312,0,10,1,0
N00000565,218,216,0,0,0,0,0,1,0,0,1,0,0,216,1,1,0,0
N00000566,320,313,1,6,0,0,0,0,0,0,0,0,0,319,0,1,0,0
N00000567,517,512,1,0,1,0,0,1,0,0,0,2,0,512,0,3,2,0
N00000568,369,369,0,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0
N00000569,380,373,0,0,0,0,0,1,1,0,0,5,0,373,1,1,5,0
N00000570,337,335,0,0,0,0,0,0,0,0,0,2,0,335,0,0,2,0
N00000571,303,297,5,0,1,0,0,0,0,0,0,0,0,297,0,6,0,0
N00000572,572,561,11,0,0,0,0,0,0,0,0,0,0,561,0,11,0,0
N00000573,364,356,5,0,1,0,0,0,0,1,0,1,0,356,1,6,1,0
N00000574,435,415,2,0,4,5,0,4,0,1,0,3,1,415,1,15,3,1
N00000575,462,462,0,0,0,0,0,0,0,0,0,0,0,462,0,0,0,0
N00000576,344,344,0,0,0,0,0,0,0,0,0,0,0,344,0,0,0,0
N00000577,434,432,0,0,0,0,0,0,0,0,0,2,0,432,0,0,2,0
N00000578,718,713,0,0,0,1,0,1,0,0,0,2,1,713,0,2,2,1
N00000579,480,479,0,0,0,0,0,0,0,0,0,1,0,479,0,0,1,0
N00000580,474,474,0,0,0,0,0,0,0,0,0,0,0,474,0,0,0,0
N00000581,539,539,0,0,0,0,0,0,0,0,0,0,0,539,0,0,0,0
N00000582,401,400,0,0,0,0,0,0,0,0,0,0,1,400,0,0,0,1
N00000583,305,302,1,0,0,0,0,2,0,0,0,0,0,302,0,3,0,0
N00000584,493,490,1,1,0,0,0,0,0,0,0,0,1,491,0,1,0,1
N00000585,477,475,1,0,0,0,0,0,0,0,0,1,0,475,0,1,1,0
N00000586,446,446,0,0,0,0,0,0,0,0,0,0,0,446,0,0,0,0
N00000587,465,455,0,0,3,0,5,1,0,0,0,1,0,455,0,9,1,0
N00000588,394,394,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0
N00000589,639,637,0,0,0,0,0,0,0,0,0,1,1,637,0,0,1,1
N00000590,416,413,0,1,0,0,0,0,2,0,0,0,0,414,2,0,0,0
N00000591,454,452,0,1,0,0,0,1,0,0,0,0,0,453,0,1,0,0
N00000592,480,480,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0
N00000593,576,572,0,1,0,0,0,1,0,0,0,2,0,573,0,1,2,0
N00000594,371,371,0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0
N00000595,525,523,1,0,0,0,0,0,0,1,0,0,0,523,1,1,0,0
N00000596,293,282,0,0,0,0,0,4,0,3,3,1,0,282,6,4,1,0
N00000597,235,229,0,0,0,0,0,0,0,0,0,0,6,229,0,0,0,6
N00000598,287,282,2,0,0,0,0,2,0,0,0,1,0,282,0,4,1,0
N00000599,223,210,0,1,0,6,0,0,0,4,0,2,0,211,4,6,2,0
N00000600,350,340,0,0,0,0,0,4,0,0,0,1,5,340,0,4,1,5
N00000601,283,273,0,1,0,0,0,4,0,0,0,4,1,274,0,4,4,1
N00000602,214,209,0,0,1,0,0,0,0,0,0,3,1,209,0,1,3,1
N00000603,414,411,0,0,0,0,0,3,0,0,0,0,0,411,0,3,0,0
N00000604,340,339,0,0,0,0,0,0,0,0,0,1,0,339,0,0,1,0
N00000605,488,483,1,0,0,0,0,4,0,0,0,0,0,483,0,5,0,0
N00000606,352,350,0,0,0,0,0,0,0,1,0,1,0,350,1,0,1,0
N00000607,310,308,1,0,0,0,0,0,0,1,0,0,0,308,1,1,0,0
N00000608,365,364,0,1,0,0,0,0,0,0,0,0,0,365,0,0,0,0
N00000609,375,374,1,0,0,0,0,0,0,0,0,0,0,374,0,1,0,0
N00000610,419,415,0,0,0,0,0,2,0,0,0,0,2,415,0,2,0,2
N00000611,301,299,0,0,0,0,0,0,0,1,0,0,1,299,1,0,0,1
N00000612,543,542,1,0,0,0,0,0,0,0,0,0,0,542,0,1,0,0
N00000613,236,236,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0
N00000614,217,217,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0
N00000615,139,139,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0
N00000616,301,299,2,0,0,0,0,0,0,0,0,0,0,299,0,2,0,0
N00000617,310,310,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0
N00000618,621,603,0,0,0,0,0,11,0,0,0,2,5,603,0,11,2,5
N00000619,371,368,0,0,2,1,0,0,0,0,0,0,0,368,0,3,0,0
N00000620,372,366,0,0,0,3,0,1,0,0,0,1,1,366,0,4,1,1
N00000621,390,379,0,0,0,5,0,0,0,1,4,0,1,379,5,5,0,1
N00000622,385,382,0,0,0,0,0,0,0,0,0,2,1,382,0,0,2,1
N00000623,332,332,0,0,0,0,0,0,0,0,0,0,0,332,0,0,0,0
